Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Pivot,R1,S1,R2,S2
10-Dec-2018,10508.7,10558.85,10474.95,10488.45,393097292,16524.36,10665.87,10732.39,10627.19,10771.07,10560.67
11-Dec-2018,10350.05,10567.15,10333.85,10549.15,438699334,20112.91,10507.42,10539.89,10455.99,10591.32,10423.52
12-Dec-2018,10591.0,10752.2,10560.8,10737.6,371697496,17447.45,10483.38,10632.91,10399.61,10716.68,10250.08
13-Dec-2018,10810.75,10838.6,10749.5,10791.55,387810061,17582.8,10683.53,10806.26,10614.86,10874.93,10492.13
14-Dec-2018,10784.5,10815.75,10752.1,10805.45,350579275,14486.1,10793.22,10836.94,10747.84,10882.32,10704.12
17-Dec-2018,10853.2,10900.35,10844.85,10888.35,306145514,12528.59,10791.1,10830.1,10766.45,10854.75,10727.45
18-Dec-2018,10850.9,10915.4,10819.1,10908.7,294942271,13556.45,10877.85,10910.85,10855.35,10933.35,10822.35
19-Dec-2018,10930.55,10985.15,10928.0,10967.3,321801803,17172.64,10881.07,10943.04,10846.74,10977.37,10784.77
20-Dec-2018,10885.2,10962.55,10880.05,10951.7,328802751,14945.94,10960.15,10992.3,10935.15,11017.3,10903.0
21-Dec-2018,10944.25,10963.65,10738.65,10754.0,389235107,18663.85,10931.43,10982.81,10900.31,11013.93,10848.93
24-Dec-2018,10780.9,10782.3,10649.25,10663.5,230291344,10695.6,10818.77,10898.89,10673.89,11043.77,10593.77
26-Dec-2018,10635.45,10747.5,10534.55,10729.85,271942701,12831.99,10698.35,10747.45,10614.4,10831.4,10565.3
27-Dec-2018,10817.9,10834.2,10764.45,10779.8,470160392,19119.88,10670.63,10806.71,10593.76,10883.58,10457.68
28-Dec-2018,10820.95,10893.6,10817.15,10859.9,253086507,12615.01,10792.82,10821.19,10751.44,10862.57,10723.07
31-Dec-2018,10913.2,10923.55,10853.2,10862.55,186494657,10176.13,10856.88,10896.61,10820.16,10933.33,10780.43
01-Jan-2019,10881.7,10923.6,10807.1,10910.1,159404542,8688.26,10879.77,10906.34,10835.99,10950.12,10809.42
02-Jan-2019,10868.85,10895.35,10735.05,10792.5,309665939,15352.25,10880.27,10953.44,10836.94,10996.77,10763.77
03-Jan-2019,10796.8,10814.05,10661.25,10672.25,286241745,15030.45,10807.63,10880.21,10719.91,10967.93,10647.33
04-Jan-2019,10699.7,10741.05,10628.65,10727.35,296596655,14516.74,10715.85,10770.45,10617.65,10868.65,10563.05
07-Jan-2019,10804.85,10835.95,10750.15,10771.8,269371080,12731.29,10699.02,10769.39,10656.99,10811.42,10586.62
08-Jan-2019,10786.25,10818.45,10733.25,10802.15,277697672,13433.48,10785.97,10821.79,10735.99,10871.77,10700.17
09-Jan-2019,10862.4,10870.4,10749.4,10855.15,333010535,16213.3,10784.62,10835.99,10750.79,10869.82,10699.42
10-Jan-2019,10859.35,10859.35,10801.8,10821.6,254365477,12031.26,10824.98,10900.56,10779.56,10945.98,10703.98
11-Jan-2019,10834.75,10850.15,10739.4,10794.95,260792200,13084.6,10827.58,10853.36,10795.81,10885.13,10770.03
14-Jan-2019,10807.0,10808.0,10692.35,10737.6,298774178,12732.57,10794.83,10850.26,10739.51,10905.58,10684.08
15-Jan-2019,10777.55,10896.95,10777.55,10886.8,310737078,14879.91,10745.98,10799.61,10683.96,10861.63,10630.33
16-Jan-2019,10899.65,10928.15,10876.9,10890.3,276539042,13081.63,10853.77,10929.99,10810.59,10973.17,10734.37
17-Jan-2019,10920.85,10930.65,10844.65,10905.2,271676319,13215.83,10898.45,10920.0,10868.75,10949.7,10847.2
18-Jan-2019,10914.85,10928.2,10852.2,10906.95,323814108,16408.83,10893.5,10942.35,10856.35,10979.5,10807.5
21-Jan-2019,10919.35,10987.45,10885.75,10961.85,288829125,17289.7,10895.78,10939.36,10863.36,10971.78,10819.78
22-Jan-2019,10949.8,10949.8,10864.15,10922.75,300768112,17483.62,10945.02,11004.29,10902.59,11046.72,10843.32
23-Jan-2019,10931.05,10944.8,10811.95,10831.5,298876314,14736.91,10912.23,10960.31,10874.66,10997.88,10826.58
24-Jan-2019,10844.05,10866.6,10798.65,10849.8,361082096,15298.48,10862.75,10913.55,10780.7,10995.6,10729.9
25-Jan-2019,10859.75,10931.7,10756.45,10780.55,463444758,20542.36,10838.35,10878.05,10810.1,10906.3,10770.4
28-Jan-2019,10792.45,10804.45,10630.95,10661.55,419682627,21144.33,10822.9,10889.35,10714.1,10998.15,10647.65
29-Jan-2019,10653.7,10690.35,10583.65,10652.2,356908994,18832.06,10698.98,10767.01,10593.51,10872.48,10525.48
30-Jan-2019,10702.25,10710.2,10612.85,10651.8,410107910,21214.81,10642.07,10700.49,10593.79,10748.77,10535.37
31-Jan-2019,10690.55,10838.05,10678.55,10830.95,604818027,27471.18,10658.28,10703.71,10606.36,10755.63,10560.93
01-Feb-2019,10851.35,10983.45,10813.45,10893.65,482272661,23112.37,10782.52,10886.49,10726.99,10942.02,10623.02
04-Feb-2019,10876.75,10927.9,10814.15,10912.25,318300039,15478.81,10896.85,10980.25,10810.25,11066.85,10726.85
05-Feb-2019,10908.65,10956.7,10886.7,10934.35,268095127,13435.13,10884.77,10955.39,10841.64,10998.52,10771.02
06-Feb-2019,10965.1,11072.6,10962.7,11062.45,298510497,15172.85,10925.92,10965.14,10895.14,10995.92,10855.92
07-Feb-2019,11070.45,11118.1,11043.6,11069.4,263544426,13542.69,11032.58,11102.46,10992.56,11142.48,10922.68
08-Feb-2019,11023.5,11041.2,10925.45,10943.6,352787419,15507.05,11077.03,11110.46,11035.96,11151.53,11002.53
11-Feb-2019,10930.9,10930.9,10857.1,10888.8,285985383,13818.92,10970.08,11014.71,10898.96,11085.83,10854.33
12-Feb-2019,10879.7,10910.9,10823.8,10831.4,292314643,14424.78,10892.27,10927.44,10853.64,10966.07,10818.47
13-Feb-2019,10870.55,10891.65,10772.1,10793.65,321958549,15360.98,10855.37,10886.94,10799.84,10942.47,10768.27
14-Feb-2019,10786.1,10792.7,10718.75,10746.05,627041405,20797.41,10819.13,10866.16,10746.61,10938.68,10699.58
15-Feb-2019,10780.25,10785.75,10620.4,10724.4,521876968,20733.95,10752.5,10786.25,10712.3,10826.45,10678.55
18-Feb-2019,10738.65,10759.9,10628.4,10640.95,345440240,14903.19,10710.18,10799.96,10634.61,10875.53,10544.83
19-Feb-2019,10636.7,10722.85,10585.65,10604.35,291507060,13765.01,10676.42,10724.44,10592.94,10807.92,10544.92
20-Feb-2019,10655.45,10752.7,10646.4,10735.45,289195306,13209.71,10637.62,10689.59,10552.39,10774.82,10500.42
21-Feb-2019,10744.1,10808.85,10721.5,10789.85,279584955,14758.5,10711.52,10776.64,10670.34,10817.82,10605.22
22-Feb-2019,10782.7,10801.55,10758.4,10791.65,396846597,24386.42,10773.4,10825.3,10737.95,10860.75,10686.05
25-Feb-2019,10813.25,10887.1,10788.05,10880.1,385905142,16466.09,10783.87,10809.34,10766.19,10827.02,10740.72
26-Feb-2019,10775.3,10888.75,10729.3,10835.3,414954476,19186.75,10851.75,10915.45,10816.4,10950.8,10752.7
27-Feb-2019,10881.2,10939.7,10751.2,10806.65,381080073,18313.85,10817.78,10906.26,10746.81,10977.23,10658.33
28-Feb-2019,10865.7,10865.7,10784.85,10792.5,644159018,27123.34,10832.52,10913.84,10725.34,11021.02,10644.02
01-Mar-2019,10842.65,10877.9,10823.1,10863.5,308526309,15010.06,10814.35,10843.85,10763.0,10895.2,10733.5
05-Mar-2019,10864.85,10994.9,10817.0,10987.45,373220239,17960.03,10854.83,10886.56,10831.76,10909.63,10800.03
06-Mar-2019,11024.85,11062.3,10998.85,11053.0,372550850,17850.93,10933.12,11049.24,10871.34,11111.02,10755.22
07-Mar-2019,11077.95,11089.05,11027.1,11058.2,321208766,15321.68,11038.05,11077.25,11013.8,11101.5,10974.6
08-Mar-2019,11038.85,11049.0,11008.95,11035.4,326569833,14369.77,11058.12,11089.14,11027.19,11120.07,10996.17
11-Mar-2019,11068.75,11180.9,11059.85,11168.05,352242287,17349.95,11031.12,11053.29,11013.24,11071.17,10991.07
12-Mar-2019,11231.35,11320.4,11227.0,11301.2,391310519,20861.35,11136.27,11212.69,11091.64,11257.32,11015.22
13-Mar-2019,11326.2,11352.3,11276.6,11341.7,382996187,20851.67,11282.87,11338.74,11245.34,11376.27,11189.47
14-Mar-2019,11382.5,11383.45,11313.75,11343.25,294480678,15661.05,11323.53,11370.46,11294.76,11399.23,11247.83
15-Mar-2019,11376.85,11487.0,11370.8,11426.85,463704896,25143.26,11346.82,11379.89,11310.19,11416.52,11277.12
18-Mar-2019,11473.85,11530.15,11412.5,11462.2,320250041,16942.22,11428.22,11485.64,11369.44,11544.42,11312.02
19-Mar-2019,11500.3,11543.85,11451.25,11532.4,326099667,16179.92,11468.28,11524.06,11406.41,11585.93,11350.63
20-Mar-2019,11553.35,11556.1,11503.1,11521.05,366298049,18311.44,11509.17,11567.09,11474.49,11601.77,11416.57
22-Mar-2019,11549.2,11572.8,11434.55,11456.9,386193935,19755.74,11526.75,11550.4,11497.4,11579.75,11473.75
25-Mar-2019,11395.65,11395.65,11311.6,11354.25,294459196,14101.14,11488.08,11541.61,11403.36,11626.33,11349.83
26-Mar-2019,11375.2,11496.75,11352.45,11483.25,282575496,14611.68,11353.83,11396.06,11312.01,11437.88,11269.78
27-Mar-2019,11531.45,11546.2,11413.0,11445.05,350446089,18356.52,11444.15,11535.85,11391.55,11588.45,11299.85
28-Mar-2019,11463.65,11588.5,11452.45,11570.0,527678809,25719.65,11468.08,11523.16,11389.96,11601.28,11334.88
29-Mar-2019,11625.45,11630.35,11570.15,11623.9,416276981,20515.25,11536.98,11621.51,11485.46,11673.03,11400.93
01-Apr-2019,11665.2,11738.1,11644.75,11669.15,379572660,18977.99,11608.13,11646.11,11585.91,11668.33,11547.93
02-Apr-2019,11711.55,11729.35,11655.85,11713.2,386131413,18673.7,11684.0,11723.25,11629.9,11777.35,11590.65
03-Apr-2019,11735.3,11761.0,11629.15,11643.95,365760070,19050.95,11699.47,11743.09,11669.59,11772.97,11625.97
04-Apr-2019,11660.2,11662.55,11559.2,11598.0,349029830,19713.01,11678.03,11726.91,11595.06,11809.88,11546.18
05-Apr-2019,11638.4,11689.65,11609.5,11665.95,266665797,15000.35,11606.58,11653.96,11550.61,11709.93,11503.23
08-Apr-2019,11704.35,11710.3,11549.1,11604.5,260932608,14203.96,11655.03,11700.56,11620.41,11735.18,11574.88
09-Apr-2019,11612.05,11683.9,11569.7,11671.95,300467538,15984.39,11621.3,11693.5,11532.3,11782.5,11460.1
10-Apr-2019,11646.85,11680.05,11571.75,11584.3,359941110,22258.46,11641.85,11714.0,11599.8,11756.05,11527.65
11-Apr-2019,11592.55,11606.7,11550.55,11596.7,279775726,14332.2,11612.03,11652.31,11544.01,11720.33,11503.73
12-Apr-2019,11612.85,11657.35,11578.8,11643.45,246006184,13598.61,11584.65,11618.75,11562.6,11640.8,11528.5
15-Apr-2019,11667.0,11704.6,11648.25,11690.35,289996075,15635.79,11626.53,11674.26,11595.71,11705.08,11547.98
16-Apr-2019,11736.2,11810.95,11731.55,11787.15,354315040,17585.48,11681.07,11713.89,11657.54,11737.42,11624.72
18-Apr-2019,11856.15,11856.15,11738.5,11752.8,339653709,18271.27,11776.55,11821.55,11742.15,11855.95,11697.15
22-Apr-2019,11727.05,11727.05,11583.95,11594.45,260356055,13754.12,11782.48,11826.46,11708.81,11900.13,11664.83
23-Apr-2019,11612.95,11645.95,11564.8,11575.95,272544486,14500.53,11635.15,11686.35,11543.25,11778.25,11492.05
24-Apr-2019,11601.5,11740.85,11578.85,11726.15,335196513,17046.66,11595.57,11626.34,11545.19,11676.72,11514.42
25-Apr-2019,11735.7,11796.75,11624.3,11641.8,604360395,28254.3,11681.95,11785.05,11623.05,11843.95,11519.95
26-Apr-2019,11683.75,11762.9,11661.75,11754.65,333483764,18098.83,11687.62,11750.94,11578.49,11860.07,11515.17
30-Apr-2019,11748.75,11756.25,11655.9,11748.15,532630874,23324.98,11726.43,11791.11,11689.96,11827.58,11625.28
02-May-2019,11725.55,11789.3,11699.55,11724.75,380278045,17790.06,11720.1,11784.3,11683.95,11820.45,11619.75
03-May-2019,11722.6,11770.9,11699.35,11712.25,305519934,15156.32,11737.87,11776.19,11686.44,11827.62,11648.12
06-May-2019,11605.8,11632.55,11571.35,11598.25,299046480,14703.42,11727.5,11755.65,11684.1,11799.05,11655.95
07-May-2019,11651.5,11657.05,11484.45,11497.9,337495624,16632.84,11600.72,11630.09,11568.89,11661.92,11539.52
08-May-2019,11478.7,11479.1,11346.95,11359.45,372826025,17440.01,11546.47,11608.49,11435.89,11719.07,11373.87
09-May-2019,11322.4,11357.6,11255.05,11301.8,373028059,17602.86,11395.17,11443.39,11311.24,11527.32,11263.02
10-May-2019,11314.15,11345.8,11251.05,11278.9,387323416,18085.19,11304.82,11354.59,11252.04,11407.37,11202.27
13-May-2019,11258.7,11300.2,11125.6,11148.2,357586433,16722.91,11291.92,11332.79,11238.04,11386.67,11197.17
14-May-2019,11151.65,11294.75,11108.3,11222.05,398122725,19906.38,11191.33,11257.06,11082.46,11365.93,11016.73
15-May-2019,11271.7,11286.8,11136.95,11157.0,414174258,17931.75,11208.37,11308.44,11121.99,11394.82,11021.92
16-May-2019,11180.35,11281.55,11143.35,11257.1,350734572,15629.57,11193.58,11250.21,11100.36,11343.43,11043.73
17-May-2019,11261.9,11426.15,11259.85,11407.15,412109200,20177.63,11227.33,11311.31,11173.11,11365.53,11089.13
20-May-2019,11651.9,11845.2,11591.7,11828.25,452096261,25223.78,11364.38,11468.91,11302.61,11530.68,11198.08
21-May-2019,11863.65,11883.55,11682.8,11709.1,381038129,20324.67,11755.05,11918.4,11664.9,12008.55,11501.55
22-May-2019,11727.95,11784.8,11682.4,11737.9,355870667,19582.41,11758.48,11834.16,11633.41,11959.23,11557.73
23-May-2019,11901.3,12041.15,11614.5,11657.05,569030654,31180.08,11735.03,11787.66,11685.26,11837.43,11632.63
24-May-2019,11748.0,11859.0,11658.1,11844.1,374637415,20028.49,11770.9,11927.3,11500.65,12197.55,11344.25
27-May-2019,11855.5,11957.15,11812.4,11924.75,348356214,17735.36,11787.07,11916.04,11715.14,11987.97,11586.17
28-May-2019,11958.35,11958.55,11864.9,11928.75,598308334,28833.54,11898.1,11983.8,11839.05,12042.85,11753.35
29-May-2019,11905.8,11931.9,11836.8,11861.1,318068673,15985.92,11917.4,11969.9,11876.25,12011.05,11823.75
30-May-2019,11865.3,11968.55,11859.4,11945.9,421199867,20261.85,11876.6,11916.4,11821.3,11971.7,11781.5
31-May-2019,11999.8,12039.25,11829.45,11922.8,438879129,22789.0,11924.62,11989.84,11880.69,12033.77,11815.47
03-Jun-2019,11953.75,12103.05,11920.1,12088.55,315296955,17451.36,11930.5,12031.55,11821.75,12140.3,11720.7
04-Jun-2019,12052.65,12095.2,12005.85,12021.65,289221904,15308.28,12037.23,12154.36,11971.41,12220.18,11854.28
06-Jun-2019,12039.8,12039.8,11830.25,11843.75,415206942,21144.77,12040.9,12075.95,11986.6,12130.25,11951.55
07-Jun-2019,11865.2,11897.5,11769.5,11870.65,302455910,14939.4,11904.6,11978.95,11769.4,12114.15,11695.05
10-Jun-2019,11934.9,11975.05,11871.75,11922.7,303329445,13125.41,11845.88,11922.26,11794.26,11973.88,11717.88
11-Jun-2019,11959.85,12000.35,11904.35,11965.6,332181958,15392.28,11923.17,11974.59,11871.29,12026.47,11819.87
12-Jun-2019,11962.45,11962.45,11866.35,11906.2,283718253,14120.17,11956.77,12009.19,11913.19,12052.77,11860.77
13-Jun-2019,11873.9,11931.35,11817.05,11914.05,447901993,18680.91,11911.67,11956.99,11860.89,12007.77,11815.57
14-Jun-2019,11910.1,11911.85,11797.7,11823.3,390294634,16226.57,11887.48,11957.91,11843.61,12001.78,11773.18
17-Jun-2019,11844.0,11844.05,11657.75,11672.15,295528399,13851.67,11844.28,11890.86,11776.71,11958.43,11730.13
18-Jun-2019,11677.05,11727.2,11641.15,11691.5,365525622,16120.69,11724.65,11791.55,11605.25,11910.95,11538.35
19-Jun-2019,11744.45,11802.5,11625.1,11691.45,446933027,18722.71,11686.62,11732.09,11646.04,11772.67,11600.57
20-Jun-2019,11653.65,11843.5,11635.05,11831.75,442016954,18839.11,11706.35,11787.6,11610.2,11883.75,11528.95
21-Jun-2019,11827.6,11827.95,11705.1,11724.1,468430388,23346.13,11770.1,11905.15,11696.7,11978.55,11561.65
24-Jun-2019,11725.8,11754.0,11670.2,11699.65,277620788,12631.38,11752.38,11799.66,11676.81,11875.23,11629.53
25-Jun-2019,11681.0,11814.4,11651.0,11796.45,300476353,13822.83,11707.95,11745.7,11661.9,11791.75,11624.15
26-Jun-2019,11768.15,11871.85,11757.55,11847.55,327885018,14650.89,11753.95,11856.9,11693.5,11917.35,11590.55
27-Jun-2019,11860.85,11911.15,11821.05,11841.55,480169350,23300.3,11825.65,11893.75,11779.45,11939.95,11711.35
28-Jun-2019,11861.15,11871.7,11775.5,11788.85,303888701,15191.9,11857.92,11894.79,11804.69,11948.02,11767.82
01-Jul-2019,11839.9,11884.65,11830.8,11865.6,278415889,12874.96,11812.02,11848.54,11752.34,11908.22,11715.82
02-Jul-2019,11890.3,11917.45,11814.7,11910.3,363197036,13615.94,11860.35,11889.9,11836.05,11914.2,11806.5
03-Jul-2019,11932.15,11945.2,11887.05,11916.75,340527508,14290.33,11880.82,11946.94,11844.19,11983.57,11778.07
04-Jul-2019,11928.8,11969.25,11923.65,11946.75,333595172,14758.87,11916.33,11945.61,11887.46,11974.48,11858.18
05-Jul-2019,11964.75,11981.75,11797.9,11811.15,530720039,18871.99,11946.55,11969.45,11923.85,11992.15,11900.95
08-Jul-2019,11770.4,11771.9,11523.3,11558.6,464029444,19146.25,11863.6,11929.3,11745.45,12047.45,11679.75
09-Jul-2019,11531.6,11582.55,11461.0,11555.9,442520253,21577.95,11617.93,11712.56,11463.96,11866.53,11369.33
10-Jul-2019,11536.15,11593.7,11475.65,11498.9,337571014,16098.53,11533.15,11605.3,11483.75,11654.7,11411.6
11-Jul-2019,11561.45,11599.0,11519.5,11582.9,317257578,14586.2,11522.75,11569.85,11451.8,11640.8,11404.7
12-Jul-2019,11601.15,11639.55,11538.6,11552.5,359421182,16947.57,11567.13,11614.76,11535.26,11646.63,11487.63
15-Jul-2019,11614.75,11618.4,11532.3,11588.35,368788782,15835.99,11576.88,11615.16,11514.21,11677.83,11475.93
16-Jul-2019,11596.65,11670.05,11573.95,11662.6,480156167,15967.91,11579.68,11627.06,11540.96,11665.78,11493.58
17-Jul-2019,11670.75,11706.65,11651.15,11687.5,464827734,15250.5,11635.53,11697.11,11601.01,11731.63,11539.43
18-Jul-2019,11675.6,11677.15,11582.4,11596.9,498258158,16684.03,11681.77,11712.39,11656.89,11737.27,11626.27
19-Jul-2019,11627.95,11640.35,11399.3,11419.25,446049198,17326.4,11618.82,11655.24,11560.49,11713.57,11524.07
22-Jul-2019,11392.85,11398.15,11301.25,11346.2,516044335,19304.23,11486.3,11573.3,11332.25,11727.35,11245.25
23-Jul-2019,11372.25,11398.15,11302.8,11331.05,458931191,19199.32,11348.53,11395.81,11298.91,11445.43,11251.63
24-Jul-2019,11322.45,11359.75,11229.8,11271.3,413202832,18353.13,11344.0,11385.2,11289.85,11439.35,11248.65
25-Jul-2019,11290.4,11361.4,11239.35,11252.15,553676897,24329.21,11286.95,11344.1,11214.15,11416.9,11157.0
26-Jul-2019,11247.45,11307.6,11210.05,11284.3,522670420,20350.38,11284.3,11329.25,11207.2,11406.35,11162.25
29-Jul-2019,11307.5,11310.95,11152.4,11189.2,482862376,18705.92,11267.32,11324.59,11227.04,11364.87,11169.77
30-Jul-2019,11213.7,11267.45,11072.65,11085.4,479059399,20545.71,11217.52,11282.64,11124.09,11376.07,11058.97
31-Jul-2019,11034.05,11145.3,10999.4,11118.0,536694278,23681.22,11141.83,11211.01,11016.21,11336.63,10947.03
01-Aug-2019,11060.2,11076.75,10881.0,10980.0,499918953,21048.32,11087.57,11175.74,11029.84,11233.47,10941.67
02-Aug-2019,10930.3,11080.15,10848.95,10997.35,547416246,23972.04,10979.25,11077.5,10881.75,11175.0,10783.5
05-Aug-2019,10895.8,10895.8,10782.6,10862.6,506556609,20824.1,10975.48,11102.01,10870.81,11206.68,10744.28
06-Aug-2019,10815.4,11018.55,10813.8,10948.25,517891491,21676.4,10847.0,10911.4,10798.2,10960.2,10733.8
07-Aug-2019,10958.1,10975.65,10835.9,10855.5,548465787,21228.28,10926.87,11039.94,10835.19,11131.62,10722.12
08-Aug-2019,10899.2,11058.05,10842.95,11032.45,482471622,20667.6,10889.02,10942.14,10802.39,11028.77,10749.27
09-Aug-2019,11087.9,11181.45,11062.8,11109.65,538063563,21092.05,10977.82,11112.69,10897.59,11192.92,10762.72
13-Aug-2019,11139.4,11145.9,10901.6,10925.85,624634647,24790.67,11117.97,11173.14,11054.49,11236.62,10999.32
14-Aug-2019,11003.25,11078.15,10935.6,11029.4,511541716,19712.81,10991.12,11080.64,10836.34,11235.42,10746.82
16-Aug-2019,11043.65,11068.65,10924.3,11047.8,470909918,19281.91,11014.38,11093.16,10950.61,11156.93,10871.83
19-Aug-2019,11094.8,11146.9,11037.85,11053.9,369493161,14120.35,11013.58,11102.86,10958.51,11157.93,10869.23
20-Aug-2019,11063.9,11076.3,10985.3,11017.0,444715679,16915.96,11079.55,11121.25,11012.2,11188.6,10970.5
21-Aug-2019,11018.15,11034.2,10906.65,10918.7,557867906,16747.99,11026.2,11067.1,10976.1,11117.2,10935.2
22-Aug-2019,10905.3,10908.25,10718.3,10741.35,668193449,18764.38,10953.18,10999.71,10872.16,11080.73,10825.63
23-Aug-2019,10699.6,10862.55,10637.15,10829.35,667079625,20983.75,10789.3,10860.3,10670.35,10979.25,10599.35
26-Aug-2019,11000.3,11070.3,10756.55,11057.85,684141923,22375.99,10776.35,10915.55,10690.15,11001.75,10550.95
27-Aug-2019,11106.55,11141.75,11049.5,11105.35,685551267,27413.16,10961.57,11166.59,10852.84,11275.32,10647.82
28-Aug-2019,11101.3,11129.65,10987.65,11046.1,549954696,16739.43,11098.87,11148.24,11055.99,11191.12,11006.62
29-Aug-2019,10996.05,11021.1,10922.4,10948.3,649876160,20127.77,11054.47,11121.29,10979.29,11196.47,10912.47
30-Aug-2019,10987.8,11042.6,10874.8,11023.25,628154431,21057.31,10963.93,11005.46,10906.76,11062.63,10865.23
03-Sep-2019,10960.95,10967.5,10772.7,10797.9,483038985,16595.6,10980.22,11085.64,10917.84,11148.02,10812.42
04-Sep-2019,10790.4,10858.75,10746.35,10844.65,508784352,19195.1,10846.03,10919.36,10724.56,11040.83,10651.23
05-Sep-2019,10860.95,10920.1,10816.0,10847.9,595699267,18279.88,10816.58,10886.81,10774.41,10928.98,10704.18
06-Sep-2019,10883.8,10957.05,10867.45,10946.2,497214445,18167.78,10861.33,10906.66,10802.56,10965.43,10757.23
09-Sep-2019,10936.7,11028.85,10889.8,11003.05,412471067,14762.07,10923.57,10979.69,10890.09,11013.17,10833.97
11-Sep-2019,11028.5,11054.8,11011.65,11035.7,687140326,19550.59,10973.9,11058.0,10918.95,11112.95,10834.85
12-Sep-2019,11058.3,11081.75,10964.95,10982.8,551436050,17510.17,11034.05,11056.45,11013.3,11077.2,10990.9
13-Sep-2019,10986.8,11084.45,10945.75,11075.9,624305151,18012.76,11009.83,11054.71,10937.91,11126.63,10893.03
16-Sep-2019,10994.85,11052.7,10968.2,11003.5,434449776,15786.17,11035.37,11124.99,10986.29,11174.07,10896.67
17-Sep-2019,11000.1,11000.1,10796.5,10817.6,482013044,17721.93,11008.13,11048.06,10963.56,11092.63,10923.63
18-Sep-2019,10872.8,10885.15,10804.85,10840.65,519155072,16784.43,10871.4,10946.3,10742.7,11075.0,10667.8
19-Sep-2019,10845.2,10845.2,10670.25,10704.8,642599183,16642.83,10843.55,10882.25,10801.95,10923.85,10763.25
20-Sep-2019,10746.8,11381.9,10691.0,11274.2,1356767450,54081.53,10740.08,10809.91,10634.96,10915.03,10565.13
23-Sep-2019,11542.7,11694.85,11471.35,11600.2,882826741,40005.01,11115.7,11540.4,10849.5,11806.6,10424.8
24-Sep-2019,11590.7,11655.05,11539.2,11588.2,651722255,26930.07,11588.8,11706.25,11482.75,11812.3,11365.3
25-Sep-2019,11564.85,11564.95,11416.1,11440.2,629054640,25266.24,11594.15,11649.1,11533.25,11710.0,11478.3
26-Sep-2019,11469.85,11610.85,11466.35,11571.2,844465614,30707.84,11473.75,11531.4,11382.55,11622.6,11324.9
27-Sep-2019,11556.35,11593.6,11499.75,11512.4,650017280,19036.94,11549.47,11632.59,11488.09,11693.97,11404.97
30-Sep-2019,11491.15,11508.25,11390.8,11474.45,756848686,23748.07,11535.25,11570.75,11476.9,11629.1,11441.4
01-Oct-2019,11515.4,11554.2,11247.9,11359.9,1305415159,28972.72,11457.83,11524.86,11407.41,11575.28,11340.38
03-Oct-2019,11322.25,11370.4,11257.35,11314.0,1017479514,21658.38,11387.33,11526.76,11220.46,11693.63,11081.03
04-Oct-2019,11388.45,11400.3,11158.35,11174.75,928524450,22470.76,11313.92,11370.49,11257.44,11426.97,11200.87
07-Oct-2019,11196.2,11233.85,11112.65,11126.4,733198763,18641.37,11244.47,11330.59,11088.64,11486.42,11002.52
09-Oct-2019,11152.95,11321.6,11090.15,11313.3,741148639,20961.54,11157.63,11202.61,11081.41,11278.83,11036.43
10-Oct-2019,11280.5,11293.35,11208.55,11234.55,562017945,19234.31,11241.68,11393.21,11161.76,11473.13,11010.23
11-Oct-2019,11257.7,11362.9,11189.4,11305.05,737795150,22511.39,11245.48,11282.41,11197.61,11330.28,11160.68
14-Oct-2019,11335.9,11420.45,11290.05,11341.15,587579191,17499.48,11285.78,11382.16,11208.66,11459.28,11112.28
15-Oct-2019,11360.85,11462.35,11342.1,11428.3,527396180,17041.55,11350.55,11411.05,11280.65,11480.95,11220.15
16-Oct-2019,11464.95,11481.05,11411.1,11464.0,533468525,18266.06,11410.92,11479.74,11359.49,11531.17,11290.67
17-Oct-2019,11466.3,11599.1,11439.65,11586.35,797572398,20839.2,11452.05,11493.0,11423.05,11522.0,11382.1
18-Oct-2019,11580.3,11684.7,11553.15,11661.85,853440208,22315.99,11541.7,11643.75,11484.3,11701.15,11382.25
22-Oct-2019,11657.15,11714.35,11573.65,11588.35,867601307,29726.27,11633.23,11713.31,11581.76,11764.78,11501.68
23-Oct-2019,11596.2,11651.6,11554.4,11604.1,664159887,23397.69,11625.45,11677.25,11536.55,11766.15,11484.75
24-Oct-2019,11661.65,11679.6,11534.65,11582.6,700481662,25177.46,11603.37,11652.34,11555.14,11700.57,11506.17
25-Oct-2019,11646.15,11646.9,11490.75,11583.9,812027840,23611.51,11598.95,11663.25,11518.3,11743.9,11454.0
27-Oct-2019,11662.25,11672.4,11604.6,11627.15,161779004,3548.21,11573.85,11656.95,11500.8,11730.0,11417.7
29-Oct-2019,11643.95,11809.4,11627.35,11786.85,951722529,27054.87,11634.72,11664.84,11597.04,11702.52,11566.92
30-Oct-2019,11883.9,11883.95,11784.45,11844.1,725219760,22672.18,11741.2,11855.05,11673.0,11923.25,11559.15
31-Oct-2019,11890.45,11945.0,11855.1,11877.45,1414837250,31304.73,11837.5,11890.55,11791.05,11937.0,11738.0
01-Nov-2019,11886.6,11918.3,11843.35,11890.6,855338495,24933.55,11892.52,11929.94,11840.04,11982.42,11802.62
04-Nov-2019,11928.9,11989.15,11905.35,11941.3,823050457,23203.88,11884.08,11924.81,11849.86,11959.03,11809.13
05-Nov-2019,11974.6,11978.95,11861.9,11917.2,631952071,20995.88,11945.27,11985.19,11901.39,12029.07,11861.47
