Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Pivot,R1,S1,R2,S2
21-Feb-2017,8890.75,8920.8,8860.95,8907.85,181091326,8863.71,8858.42,8907.04,8830.59,8934.87,8781.97
22-Feb-2017,8931.6,8960.75,8905.25,8926.9,254677956,13514.08,8896.53,8932.11,8872.26,8956.38,8836.68
23-Feb-2017,8956.4,8982.15,8927.55,8939.5,388874096,17243.08,8930.97,8956.69,8901.19,8986.47,8875.47
27-Feb-2017,8943.7,8951.8,8888.65,8896.7,195847099,10388.83,8949.73,8971.91,8917.31,9004.33,8895.13
28-Feb-2017,8898.95,8914.75,8867.6,8879.6,302722890,13819.57,8912.38,8936.11,8872.96,8975.53,8849.23
01-Mar-2017,8904.4,8960.8,8898.6,8945.8,212328974,9681.99,8887.32,8907.04,8859.89,8934.47,8840.17
02-Mar-2017,8982.85,8992.5,8879.8,8899.75,225608140,10075.19,8935.07,8971.54,8909.34,8997.27,8872.87
03-Mar-2017,8883.5,8907.1,8860.1,8897.55,208915878,9783.57,8924.02,8968.24,8855.54,9036.72,8811.32
06-Mar-2017,8915.1,8967.8,8914.0,8963.45,180194586,8955.06,8888.25,8916.4,8869.4,8935.25,8841.25
07-Mar-2017,8977.75,8977.85,8932.8,8946.9,178827506,8149.28,8948.42,8982.84,8929.04,9002.22,8894.62
08-Mar-2017,8950.7,8957.05,8891.95,8924.3,183325544,9489.36,8952.52,8972.24,8927.19,8997.57,8907.47
09-Mar-2017,8914.5,8945.8,8899.5,8927.0,176810453,8493.21,8924.43,8956.91,8891.81,8989.53,8859.33
10-Mar-2017,8953.7,8975.7,8903.95,8934.55,157419999,7385.28,8924.1,8948.7,8902.4,8970.4,8877.8
14-Mar-2017,9091.65,9122.75,9060.5,9087.0,278726933,14087.57,8938.07,8972.19,8900.44,9009.82,8866.32
15-Mar-2017,9086.85,9106.55,9075.5,9084.8,248033251,9671.51,9090.08,9119.66,9057.41,9152.33,9027.83
16-Mar-2017,9129.65,9158.45,9128.55,9153.7,215096446,9275.05,9088.95,9102.4,9071.35,9120.0,9057.9
17-Mar-2017,9207.8,9218.4,9147.6,9160.05,295554265,13226.29,9146.9,9165.25,9135.35,9176.8,9117.0
20-Mar-2017,9166.95,9167.6,9116.3,9126.85,342395900,9251.16,9175.35,9203.1,9132.3,9246.15,9104.55
21-Mar-2017,9133.95,9147.75,9087.2,9121.5,255396073,10191.6,9136.92,9157.54,9106.24,9188.22,9085.62
22-Mar-2017,9047.2,9072.9,9019.3,9030.45,239463699,10065.92,9118.82,9150.44,9089.89,9179.37,9058.27
23-Mar-2017,9048.75,9099.05,9048.6,9086.3,197705274,8699.36,9040.88,9062.46,9008.86,9094.48,8987.28
24-Mar-2017,9104.0,9133.55,9089.4,9108.0,210021581,8853.03,9077.98,9107.36,9056.91,9128.43,9027.53
27-Mar-2017,9093.45,9094.85,9024.65,9045.2,209036051,8921.57,9110.32,9131.24,9087.09,9154.47,9066.17
28-Mar-2017,9081.5,9110.4,9079.8,9100.8,188985603,8139.28,9054.9,9085.15,9014.95,9125.1,8984.7
29-Mar-2017,9128.7,9153.15,9109.1,9143.8,250902906,11089.43,9097.0,9114.2,9083.6,9127.6,9066.4
30-Mar-2017,9142.6,9183.15,9136.35,9173.75,333410368,15585.42,9135.35,9161.6,9117.55,9179.4,9091.3
31-Mar-2017,9158.9,9191.7,9152.1,9173.75,196771674,10955.05,9164.42,9192.49,9145.69,9211.22,9117.62
03-Apr-2017,9220.6,9245.35,9192.4,9237.85,143444541,8337.06,9172.52,9192.94,9153.34,9212.12,9132.92
05-Apr-2017,9264.4,9273.9,9215.4,9265.15,190529461,11461.96,9225.2,9258.0,9205.05,9278.15,9172.25
06-Apr-2017,9245.8,9267.95,9218.85,9261.95,191937207,10332.6,9251.48,9287.56,9229.06,9309.98,9192.98
07-Apr-2017,9223.7,9250.5,9188.1,9198.3,195918747,10217.13,9249.58,9280.31,9231.21,9298.68,9200.48
10-Apr-2017,9225.6,9225.65,9174.85,9181.45,139968750,8140.08,9212.3,9236.5,9174.1,9274.7,9149.9
11-Apr-2017,9184.55,9242.7,9172.85,9237.0,206261727,9385.2,9193.98,9213.11,9162.31,9244.78,9143.18
12-Apr-2017,9242.5,9246.4,9161.8,9203.45,166755013,8412.97,9217.52,9262.19,9192.34,9287.37,9147.67
13-Apr-2017,9202.5,9202.65,9144.95,9150.8,171695600,8908.17,9203.88,9245.96,9161.36,9288.48,9119.28
17-Apr-2017,9144.75,9160.0,9120.25,9139.3,132244225,6473.27,9166.13,9187.31,9129.61,9223.83,9108.43
18-Apr-2017,9163.0,9217.9,9095.45,9105.15,179569574,8527.5,9139.85,9159.45,9119.7,9179.6,9100.1
19-Apr-2017,9112.2,9120.5,9075.15,9103.5,179117382,8950.27,9139.5,9183.55,9061.1,9261.95,9017.05
20-Apr-2017,9108.1,9143.9,9102.65,9136.4,175629897,8843.5,9099.72,9124.29,9078.94,9145.07,9054.37
21-Apr-2017,9179.1,9183.65,9088.75,9119.4,159981265,8476.63,9127.65,9152.65,9111.4,9168.9,9086.4
24-Apr-2017,9135.35,9225.4,9130.55,9217.95,172908048,9720.75,9130.6,9172.45,9077.55,9225.5,9035.7
25-Apr-2017,9273.05,9309.2,9250.35,9306.6,173896951,10426.02,9191.3,9252.05,9157.2,9286.15,9096.45
26-Apr-2017,9336.2,9367.0,9301.35,9351.85,191395120,10483.32,9288.72,9327.09,9268.24,9347.57,9229.87
27-Apr-2017,9359.15,9367.15,9322.65,9342.15,215881711,12910.38,9340.07,9378.79,9313.14,9405.72,9274.42
28-Apr-2017,9340.95,9342.65,9282.25,9304.05,167229353,8673.32,9343.98,9365.31,9320.81,9388.48,9299.48
02-May-2017,9339.85,9352.55,9269.9,9313.8,166558241,9110.59,9309.65,9337.05,9276.65,9370.05,9249.25
03-May-2017,9344.7,9346.3,9298.4,9311.95,156342492,7975.14,9312.08,9354.26,9271.61,9394.73,9229.43
04-May-2017,9360.95,9365.65,9323.25,9359.9,277895923,12379.74,9318.88,9339.36,9291.46,9366.78,9270.98
05-May-2017,9374.55,9377.1,9272.0,9285.3,239133531,10466.68,9349.6,9375.95,9333.55,9392.0,9307.2
08-May-2017,9311.45,9338.7,9297.95,9314.05,179709949,8300.22,9311.47,9350.94,9245.84,9416.57,9206.37
09-May-2017,9337.35,9338.95,9307.7,9316.85,136417428,7504.66,9316.9,9335.85,9295.1,9357.65,9276.15
10-May-2017,9339.65,9414.75,9336.0,9407.3,157363135,8619.06,9321.17,9334.64,9303.39,9352.42,9289.92
11-May-2017,9448.6,9450.65,9411.3,9422.4,176439840,9289.89,9386.02,9436.04,9357.29,9464.77,9307.27
12-May-2017,9436.65,9437.75,9372.55,9400.9,159079418,9813.47,9428.12,9444.94,9405.59,9467.47,9388.77
15-May-2017,9433.55,9449.25,9423.1,9445.4,145163953,7790.97,9403.73,9434.91,9369.71,9468.93,9338.53
16-May-2017,9461.0,9517.2,9456.35,9512.25,171709433,9209.89,9439.25,9455.4,9429.25,9465.4,9413.1
17-May-2017,9517.6,9532.6,9486.1,9525.75,211856040,10726.23,9495.27,9534.19,9473.34,9556.12,9434.42
18-May-2017,9453.2,9489.1,9418.1,9429.45,199340647,10782.46,9514.82,9543.54,9497.04,9561.32,9468.32
19-May-2017,9469.9,9505.75,9390.75,9427.9,259861396,11544.77,9445.55,9473.0,9402.0,9516.55,9374.55
22-May-2017,9480.25,9498.65,9427.9,9438.25,202874757,9432.97,9441.47,9492.19,9377.19,9556.47,9326.47
23-May-2017,9445.05,9448.05,9370.0,9386.15,231345629,11553.27,9454.93,9481.96,9411.21,9525.68,9384.18
24-May-2017,9410.9,9431.9,9341.65,9360.55,218265181,11045.95,9401.4,9432.8,9354.75,9479.45,9323.35
25-May-2017,9384.05,9523.3,9379.2,9509.75,298147347,16964.26,9378.03,9414.41,9324.16,9468.28,9287.78
26-May-2017,9507.75,9604.9,9495.4,9595.1,225647631,11204.36,9470.75,9562.3,9418.2,9614.85,9326.65
29-May-2017,9560.05,9637.75,9547.7,9604.9,242266034,12484.61,9565.13,9634.86,9525.36,9674.63,9455.63
30-May-2017,9590.65,9635.3,9581.2,9624.55,199894193,9765.4,9596.78,9645.86,9555.81,9686.83,9506.73
31-May-2017,9636.55,9649.6,9609.25,9621.25,427053433,19605.94,9613.68,9646.16,9592.06,9667.78,9559.58
01-Jun-2017,9603.55,9634.65,9589.9,9616.1,181533283,9482.61,9626.7,9644.15,9603.8,9667.05,9586.35
02-Jun-2017,9657.15,9673.5,9637.45,9653.5,167195027,8564.3,9613.55,9637.2,9592.45,9658.3,9568.8
05-Jun-2017,9656.3,9687.2,9640.7,9675.1,131685021,7192.24,9654.82,9672.19,9636.14,9690.87,9618.77
06-Jun-2017,9704.25,9709.3,9630.2,9637.15,150379695,8416.55,9667.67,9694.64,9648.14,9714.17,9621.17
07-Jun-2017,9663.95,9678.55,9630.55,9663.9,165669924,8989.36,9658.88,9687.56,9608.46,9737.98,9579.78
08-Jun-2017,9682.4,9688.7,9641.5,9647.25,160165459,8822.63,9657.67,9684.79,9636.79,9705.67,9609.67
09-Jun-2017,9638.55,9676.25,9608.15,9668.25,163897548,9078.71,9659.15,9676.8,9629.6,9706.35,9611.95
12-Jun-2017,9646.7,9647.05,9598.5,9616.4,145786938,7686.89,9650.88,9693.61,9625.51,9718.98,9582.78
13-Jun-2017,9615.55,9654.15,9595.4,9606.9,133734363,7056.83,9620.65,9642.8,9594.25,9669.2,9572.1
14-Jun-2017,9621.55,9627.4,9580.45,9618.15,187378750,10540.68,9618.82,9642.24,9583.49,9677.57,9560.07
15-Jun-2017,9617.9,9621.4,9560.8,9578.05,176423424,9868.08,9608.67,9636.89,9589.94,9655.62,9561.72
16-Jun-2017,9595.45,9615.85,9565.5,9588.05,219808528,11920.62,9586.75,9612.7,9552.1,9647.35,9526.15
19-Jun-2017,9626.4,9673.3,9614.9,9657.55,146146062,8144.36,9589.8,9614.1,9563.75,9640.15,9539.45
20-Jun-2017,9670.5,9676.5,9643.75,9653.5,164437226,8476.67,9648.58,9682.26,9623.86,9706.98,9590.18
21-Jun-2017,9648.1,9650.45,9608.6,9633.6,148490556,8023.4,9657.92,9672.09,9639.34,9690.67,9625.17
22-Jun-2017,9642.65,9698.85,9617.75,9630.0,204888654,10738.45,9630.88,9653.16,9611.31,9672.73,9589.03
23-Jun-2017,9643.25,9647.65,9565.3,9574.95,180580579,9092.74,9648.87,9679.99,9598.89,9729.97,9567.77
27-Jun-2017,9594.05,9615.4,9473.45,9511.4,209593904,11084.51,9595.97,9626.64,9544.29,9678.32,9513.62
28-Jun-2017,9520.2,9522.5,9474.35,9491.25,177652206,9103.73,9533.42,9593.39,9451.44,9675.37,9391.47
29-Jun-2017,9522.95,9575.8,9493.8,9504.1,267283587,13395.85,9496.03,9517.71,9469.56,9544.18,9447.88
30-Jun-2017,9478.5,9535.8,9448.75,9520.9,185202600,8783.59,9524.57,9555.34,9473.34,9606.57,9442.57
03-Jul-2017,9587.95,9624.0,9543.55,9615.0,188690599,8720.76,9501.82,9554.89,9467.84,9588.87,9414.77
04-Jul-2017,9645.9,9650.65,9595.5,9613.3,149313755,7774.69,9594.18,9644.81,9564.36,9674.63,9513.73
05-Jul-2017,9619.75,9643.65,9607.35,9637.6,134849476,7311.1,9619.82,9644.14,9588.99,9674.97,9564.67
06-Jul-2017,9653.6,9700.7,9639.95,9674.55,152001940,7539.21,9629.53,9651.71,9615.41,9665.83,9593.23
07-Jul-2017,9670.35,9684.25,9642.65,9665.8,146232151,8514.53,9671.73,9703.51,9642.76,9732.48,9610.98
10-Jul-2017,9719.3,9782.15,9646.45,9771.05,40142973,1920.78,9664.23,9685.81,9644.21,9705.83,9622.63
11-Jul-2017,9797.45,9830.05,9778.85,9786.05,185322358,9908.41,9733.22,9819.99,9684.29,9868.92,9597.52
12-Jul-2017,9807.3,9824.95,9787.7,9816.1,150045594,7966.44,9798.32,9817.79,9766.59,9849.52,9747.12
13-Jul-2017,9855.8,9897.25,9853.45,9891.7,186866752,10244.56,9809.58,9831.46,9794.21,9846.83,9772.33
14-Jul-2017,9913.3,9913.3,9845.45,9886.35,164456602,9187.71,9880.8,9908.15,9864.35,9924.6,9837.0
17-Jul-2017,9908.15,9928.2,9894.7,9915.95,168596771,8310.48,9881.7,9917.95,9850.1,9949.55,9813.85
18-Jul-2017,9832.7,9885.35,9792.05,9827.15,303007860,13184.22,9912.95,9931.2,9897.7,9946.45,9879.45
19-Jul-2017,9855.95,9905.05,9851.65,9899.6,206376192,10935.6,9834.85,9877.65,9784.35,9928.15,9741.55
20-Jul-2017,9920.2,9922.55,9863.45,9873.3,166083004,8942.56,9885.43,9919.21,9865.81,9938.83,9832.03
21-Jul-2017,9899.6,9924.7,9838.0,9915.25,193286125,11860.28,9886.43,9909.41,9850.31,9945.53,9827.33
24-Jul-2017,9936.8,9982.05,9919.6,9966.4,179905535,10837.2,9892.65,9947.3,9860.6,9979.35,9805.95
25-Jul-2017,10010.55,10011.3,9949.1,9964.55,191206247,10491.32,9956.02,9992.44,9929.99,10018.47,9893.57
26-Jul-2017,9983.65,10025.95,9965.95,10020.65,203697844,11403.3,9974.98,10000.86,9938.66,10037.18,9912.78
27-Jul-2017,10063.25,10114.85,10005.5,10020.55,296782048,18601.99,10004.18,10042.41,9982.41,10064.18,9944.18
28-Jul-2017,9996.55,10026.05,9944.5,10014.5,197491415,11996.8,10046.97,10088.44,9979.09,10156.32,9937.62
31-Jul-2017,10034.7,10085.9,10016.95,10077.1,245096535,13131.89,9995.02,10045.54,9963.99,10076.57,9913.47
01-Aug-2017,10101.05,10128.6,10065.75,10114.65,190000516,11515.29,10059.98,10103.01,10034.06,10128.93,9991.03
02-Aug-2017,10136.3,10137.85,10054.2,10081.5,166463276,9165.92,10103.0,10140.25,10077.4,10165.85,10040.15
03-Aug-2017,10081.15,10081.15,9998.25,10013.65,198665837,10714.1,10091.18,10128.16,10044.51,10174.83,10007.53
04-Aug-2017,10008.6,10075.25,9988.35,10066.4,184082134,10397.88,10031.02,10063.79,9980.89,10113.92,9948.12
07-Aug-2017,10074.8,10088.1,10046.35,10057.4,141566282,7827.95,10043.33,10098.31,10011.41,10130.23,9956.43
08-Aug-2017,10068.35,10083.8,9947.0,9978.55,209645343,10780.41,10063.95,10081.55,10039.8,10105.7,10022.2
09-Aug-2017,9961.15,9969.8,9893.05,9908.05,174395293,8831.72,10003.12,10059.24,9922.44,10139.92,9866.32
10-Aug-2017,9872.85,9892.65,9776.2,9820.25,242820594,12040.13,9923.63,9954.21,9877.46,10000.38,9846.88
11-Aug-2017,9712.15,9771.65,9685.55,9710.8,294732998,13435.56,9829.7,9883.2,9766.75,9946.15,9713.25
14-Aug-2017,9755.75,9818.3,9752.1,9794.15,201613585,9486.82,9722.67,9759.79,9673.69,9808.77,9636.57
16-Aug-2017,9825.85,9903.95,9773.85,9897.3,226269013,10815.38,9788.18,9824.26,9758.06,9854.38,9721.98
17-Aug-2017,9945.55,9947.8,9883.75,9904.15,203652311,9927.47,9858.37,9942.89,9812.79,9988.47,9728.27
18-Aug-2017,9865.95,9865.95,9783.65,9837.4,253931517,15636.16,9911.9,9940.05,9876.0,9975.95,9847.85
21-Aug-2017,9864.25,9884.35,9740.1,9754.35,211627775,11764.0,9829.0,9874.35,9792.05,9911.3,9746.7
22-Aug-2017,9815.75,9828.45,9752.6,9765.55,189267122,9850.89,9792.93,9845.76,9701.51,9937.18,9648.68
23-Aug-2017,9803.05,9857.9,9786.75,9852.5,173815509,9961.13,9782.2,9811.8,9735.95,9858.05,9706.35
24-Aug-2017,9881.2,9881.5,9848.85,9857.05,190398702,10392.63,9832.38,9878.01,9806.86,9903.53,9761.23
28-Aug-2017,9907.15,9925.75,9882.0,9912.8,164493772,9900.06,9862.47,9876.09,9843.44,9895.12,9829.82
29-Aug-2017,9886.4,9887.35,9783.75,9796.05,178668444,8469.09,9906.85,9931.7,9887.95,9950.6,9863.1
30-Aug-2017,9859.5,9909.45,9850.8,9884.4,162704136,8008.72,9822.38,9861.01,9757.41,9925.98,9718.78
31-Aug-2017,9905.7,9925.1,9856.95,9917.9,337782004,14619.43,9881.55,9912.3,9853.65,9940.2,9822.9
01-Sep-2017,9937.65,9983.45,9909.85,9974.4,162730656,9314.82,9899.98,9943.01,9874.86,9968.13,9831.83
04-Sep-2017,9984.15,9988.4,9861.0,9912.85,153369495,8069.64,9955.9,10001.95,9928.35,10029.5,9882.3
05-Sep-2017,9933.25,9963.1,9901.05,9952.2,143522342,7566.62,9920.75,9980.5,9853.1,10048.15,9793.35
06-Sep-2017,9899.25,9931.55,9882.55,9916.2,153767846,8926.98,9938.78,9976.51,9914.46,10000.83,9876.73
07-Sep-2017,9945.85,9964.85,9917.2,9929.9,194626599,9455.48,9910.1,9937.65,9888.65,9959.1,9861.1
08-Sep-2017,9958.65,9963.6,9913.3,9934.8,168698771,8792.49,9937.32,9957.44,9909.79,9984.97,9889.67
11-Sep-2017,9971.75,10028.65,9968.8,10006.05,178409875,9545.94,9937.23,9961.16,9910.86,9987.53,9886.93
12-Sep-2017,10056.85,10097.55,10028.05,10093.05,188248293,9894.2,10001.17,10033.54,9973.69,10061.02,9941.32
13-Sep-2017,10099.25,10131.95,10063.15,10079.3,221608053,10682.41,10072.88,10117.71,10048.21,10142.38,10003.38
14-Sep-2017,10107.4,10126.5,10070.35,10086.6,232637517,11047.46,10091.47,10119.79,10050.99,10160.27,10022.67
15-Sep-2017,10062.35,10115.15,10043.65,10085.4,274799134,13650.9,10094.48,10118.61,10062.46,10150.63,10038.33
18-Sep-2017,10133.1,10171.7,10131.3,10153.1,160852680,8106.66,10081.4,10119.15,10047.65,10152.9,10009.9
19-Sep-2017,10175.6,10178.95,10129.95,10147.55,193345992,8796.21,10152.03,10172.76,10132.36,10192.43,10111.63
20-Sep-2017,10160.95,10171.05,10134.2,10141.15,205605243,10105.71,10152.15,10174.35,10125.35,10201.15,10103.15
21-Sep-2017,10139.6,10158.9,10058.6,10121.9,197710666,11114.28,10148.8,10163.4,10126.55,10185.65,10111.95
22-Sep-2017,10094.35,10095.05,9952.8,9964.4,233621596,11941.88,10113.13,10167.66,10067.36,10213.43,10012.83
25-Sep-2017,9960.1,9960.5,9816.05,9872.6,228206970,11258.68,10004.08,10055.36,9913.11,10146.33,9861.83
26-Sep-2017,9875.25,9891.35,9813.0,9871.5,196792799,9754.02,9883.05,9950.05,9805.6,10027.5,9738.6
27-Sep-2017,9920.6,9921.05,9714.4,9735.75,206305991,10127.39,9858.62,9904.24,9825.89,9936.97,9780.27
28-Sep-2017,9736.4,9789.2,9687.55,9768.95,396874518,18962.4,9790.4,9866.4,9659.75,9997.05,9583.75
29-Sep-2017,9814.3,9854.0,9775.35,9788.6,202350211,11087.11,9748.57,9809.59,9707.94,9850.22,9646.92
03-Oct-2017,9893.3,9895.4,9831.05,9859.5,167833406,9698.55,9805.98,9836.61,9757.96,9884.63,9727.33
04-Oct-2017,9884.35,9938.3,9850.65,9914.9,160993982,8790.29,9861.98,9892.91,9828.56,9926.33,9797.63
05-Oct-2017,9927.0,9945.95,9881.85,9888.7,152362417,7823.55,9901.28,9951.91,9864.26,9988.93,9813.63
06-Oct-2017,9908.15,9989.35,9906.6,9979.7,201858899,9986.18,9905.5,9929.15,9865.05,9969.6,9841.4
09-Oct-2017,9988.2,10015.75,9959.45,9988.75,148395842,7425.19,9958.55,10010.5,9927.75,10041.3,9875.8
10-Oct-2017,10013.7,10034.0,10002.3,10016.95,153246570,8055.5,9987.98,10016.51,9960.21,10044.28,9931.68
11-Oct-2017,10042.6,10067.25,9955.8,9984.8,195593061,10227.9,10017.75,10033.2,10001.5,10049.45,9986.05
12-Oct-2017,10011.2,10104.45,9977.1,10096.4,207106672,10579.8,10002.62,10049.44,9937.99,10114.07,9891.17
13-Oct-2017,10123.7,10191.9,10120.1,10167.45,237230047,12379.8,10059.32,10141.54,10014.19,10186.67,9931.97
16-Oct-2017,10207.4,10242.95,10175.1,10230.85,209327364,11774.68,10159.82,10199.54,10127.74,10231.62,10088.02
17-Oct-2017,10227.65,10251.85,10212.6,10234.45,201782377,10422.81,10216.3,10257.5,10189.65,10284.15,10148.45
18-Oct-2017,10209.4,10236.45,10175.75,10210.85,262111790,13177.83,10232.97,10253.34,10214.09,10272.22,10193.72
19-Oct-2017,10210.35,10211.95,10123.35,10146.55,31086379,1685.16,10207.68,10239.61,10178.91,10268.38,10146.98
23-Oct-2017,10176.65,10224.15,10124.5,10184.85,224799211,12144.31,10160.62,10197.89,10109.29,10249.22,10072.02
24-Oct-2017,10218.55,10237.75,10182.4,10207.7,223914325,11539.73,10177.83,10231.16,10131.51,10277.48,10078.18
25-Oct-2017,10321.15,10340.55,10240.9,10295.35,612620774,25922.51,10209.28,10236.16,10180.81,10264.63,10153.93
26-Oct-2017,10291.8,10355.65,10271.85,10343.8,443036008,23135.46,10292.27,10343.64,10243.99,10391.92,10192.62
27-Oct-2017,10362.3,10366.15,10311.3,10323.05,322411410,15149.9,10323.77,10375.69,10291.89,10407.57,10239.97
30-Oct-2017,10353.85,10384.5,10344.3,10363.65,244193178,12558.7,10333.5,10355.7,10300.85,10388.35,10278.65
31-Oct-2017,10364.9,10367.7,10323.95,10335.3,239809700,12830.06,10364.15,10384.0,10343.8,10404.35,10323.95
01-Nov-2017,10390.35,10451.65,10383.05,10440.5,268270466,14206.21,10342.32,10360.69,10316.94,10386.07,10298.57
02-Nov-2017,10440.5,10453.0,10412.55,10423.8,207735021,10779.63,10425.07,10467.09,10398.49,10493.67,10356.47
03-Nov-2017,10461.55,10461.7,10403.6,10452.5,206101238,10070.83,10429.78,10447.01,10406.56,10470.23,10389.33
06-Nov-2017,10431.75,10490.45,10413.75,10451.8,199559409,10231.76,10439.27,10474.94,10416.84,10497.37,10381.17
07-Nov-2017,10477.15,10485.75,10340.8,10350.15,295830692,16182.46,10452.0,10490.25,10413.55,10528.7,10375.3
08-Nov-2017,10361.95,10384.25,10285.5,10303.15,282950322,14789.39,10392.23,10443.66,10298.71,10537.18,10247.28
09-Nov-2017,10358.65,10368.45,10266.95,10308.95,247606613,12697.28,10324.3,10363.1,10264.35,10423.05,10225.55
10-Nov-2017,10304.35,10344.95,10254.1,10321.75,287962940,14682.6,10314.78,10362.61,10261.11,10416.28,10213.28
13-Nov-2017,10322.0,10334.15,10216.25,10224.95,216799588,11783.34,10306.93,10359.76,10268.91,10397.78,10216.08
14-Nov-2017,10223.4,10248.0,10175.55,10186.6,314413476,15398.97,10258.45,10300.65,10182.75,10376.35,10140.55
15-Nov-2017,10171.95,10175.45,10094.0,10118.05,213836202,11609.18,10203.38,10231.21,10158.76,10275.83,10130.93
16-Nov-2017,10152.9,10232.25,10139.2,10214.75,188180035,9995.55,10129.17,10164.34,10082.89,10210.62,10047.72
17-Nov-2017,10324.55,10343.6,10268.05,10283.6,209592893,11023.35,10195.4,10251.6,10158.55,10288.45,10102.35
20-Nov-2017,10287.2,10309.85,10261.5,10298.75,151751415,8502.63,10298.42,10328.79,10253.24,10373.97,10222.87
21-Nov-2017,10329.25,10358.7,10315.05,10326.9,191859084,10443.99,10290.03,10318.56,10270.21,10338.38,10241.68
22-Nov-2017,10350.8,10368.7,10309.55,10342.3,162504058,9136.04,10333.55,10352.05,10308.4,10377.2,10289.9
23-Nov-2017,10358.45,10374.3,10307.3,10348.75,157651842,8789.42,10340.18,10370.81,10311.66,10399.33,10281.03
24-Nov-2017,10366.8,10404.5,10362.25,10389.7,133177324,8197.66,10343.45,10379.6,10312.6,10410.45,10276.45
27-Nov-2017,10361.05,10407.15,10340.2,10399.55,146276512,7551.71,10385.48,10408.71,10366.46,10427.73,10343.23
28-Nov-2017,10387.9,10409.55,10355.2,10370.25,202050866,9979.25,10382.3,10424.4,10357.45,10449.25,10315.35
29-Nov-2017,10376.65,10392.95,10345.9,10361.3,157192930,8852.8,10378.33,10401.46,10347.11,10432.68,10323.98
30-Nov-2017,10332.7,10332.7,10211.25,10226.55,353105240,19005.56,10366.72,10387.54,10340.49,10413.77,10319.67
01-Dec-2017,10263.7,10272.7,10108.55,10121.8,147765528,8518.58,10256.83,10302.41,10180.96,10378.28,10135.38
04-Dec-2017,10175.05,10179.2,10095.7,10127.75,153240126,8458.66,10167.68,10226.81,10062.66,10331.83,10003.53
05-Dec-2017,10118.25,10147.95,10069.1,10118.25,160253042,8749.09,10134.22,10172.74,10089.24,10217.72,10050.72
06-Dec-2017,10088.8,10104.2,10033.35,10044.1,171208366,9598.82,10111.77,10154.44,10075.59,10190.62,10032.92
07-Dec-2017,10063.45,10182.65,10061.9,10166.7,171339022,9910.28,10060.55,10087.75,10016.9,10131.4,9989.7
08-Dec-2017,10198.45,10270.85,10195.25,10265.65,206234019,11468.15,10137.08,10212.26,10091.51,10257.83,10016.33
11-Dec-2017,10310.5,10329.2,10282.05,10322.25,152034656,8453.76,10243.92,10292.59,10216.99,10319.52,10168.32
12-Dec-2017,10324.9,10326.1,10230.2,10240.15,180546894,10380.24,10311.17,10340.29,10293.14,10358.32,10264.02
13-Dec-2017,10236.6,10296.55,10169.85,10192.95,187191964,10070.44,10265.48,10300.76,10204.86,10361.38,10169.58
14-Dec-2017,10229.3,10276.1,10141.55,10252.1,159103960,9549.23,10219.78,10269.71,10143.01,10346.48,10093.08
15-Dec-2017,10345.65,10373.1,10319.65,10333.25,262974703,15106.77,10223.25,10304.95,10170.4,10357.8,10088.7
18-Dec-2017,10263.1,10443.55,10074.8,10388.75,237506982,12921.61,10342.0,10364.35,10310.9,10395.45,10288.55
19-Dec-2017,10414.8,10472.2,10406.0,10463.2,174340665,10982.95,10302.37,10529.94,10161.19,10671.12,9933.62
20-Dec-2017,10494.4,10494.45,10437.15,10444.2,180597460,11303.0,10447.13,10488.26,10422.06,10513.33,10380.93
21-Dec-2017,10473.95,10473.95,10426.9,10440.3,156646972,9411.2,10458.6,10480.05,10422.75,10515.9,10401.3
22-Dec-2017,10457.3,10501.1,10448.25,10493.0,143119167,8755.32,10447.05,10467.2,10420.15,10494.1,10400.0
26-Dec-2017,10512.3,10545.45,10477.95,10531.5,160417384,9043.77,10480.78,10513.31,10460.46,10533.63,10427.93
27-Dec-2017,10531.05,10552.4,10469.25,10490.75,170307122,9077.6,10518.3,10558.65,10491.15,10585.8,10450.8
28-Dec-2017,10498.2,10534.55,10460.45,10477.9,281309989,14551.58,10504.13,10539.01,10455.86,10587.28,10420.98
29-Dec-2017,10492.35,10538.7,10488.65,10530.7,156736221,8943.1,10490.97,10521.49,10447.39,10565.07,10416.87
01-Jan-2018,10531.7,10537.85,10423.1,10435.55,134532090,7546.56,10519.35,10550.05,10500.0,10569.4,10469.3
02-Jan-2018,10477.55,10495.2,10404.65,10442.2,158092430,8665.47,10465.5,10507.9,10393.15,10580.25,10350.75
03-Jan-2018,10482.65,10503.6,10429.55,10443.2,172516859,9541.6,10447.35,10490.05,10399.5,10537.9,10356.8
04-Jan-2018,10469.4,10513.0,10441.45,10504.8,180257392,9561.95,10458.78,10488.01,10413.96,10532.83,10384.73
05-Jan-2018,10534.25,10566.1,10520.1,10558.85,186469717,10306.22,10486.42,10531.39,10459.84,10557.97,10414.87
08-Jan-2018,10591.7,10631.2,10588.55,10623.6,174181231,9907.27,10548.35,10576.6,10530.6,10594.35,10502.35
09-Jan-2018,10645.1,10659.15,10603.6,10637.0,211291563,10733.37,10614.45,10640.35,10597.7,10657.1,10571.8
10-Jan-2018,10652.05,10655.5,10592.7,10632.2,181900014,9720.65,10633.25,10662.9,10607.35,10688.8,10577.7
11-Jan-2018,10637.05,10664.6,10612.35,10651.2,158630055,9635.01,10626.8,10660.9,10598.1,10689.6,10564.0
